Incidence rate ,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
Month,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
Anguilla,0,0,0,6.666666667,20,0,0,0,4620,3800,1000,100,80,93.33333333,20,46.66666667,0,0,0,0,0,0,0,0
Antigua-Barbuda,0,1.011378003,0,0,0,1.011378003,0,2.022756005,101.1378003,68.77370417,138.5587863,108.2174463,529.4076439,410.3159433,2.001541187,0,0,0,0,0,0,0,0,0
Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,0,10.597813,20.23218845,0.963437545,0,0,4.817187726,0,0,6.744062816,0,33.72031408,26.8350888,7.667168227,0,0,0,17.25112851,0,0,0,0,0,0
Bahamas,0,0,0,0,0,0,0.261664342,20.67148303,0,132.4021572,262.9726639,13.08321711,57.38836412,0.258506145,0,0.775518434,0,0,0,0,0,0,0,0
Barbados,1.764384142,0,0.705753657,0.705753657,3.881645112,0,0,0,0,8.46904388,0,123.5068899,0,0,54.53579483,0,0,83.38698952,0,0,0,0,0,0
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,44.45466391,0,0,0,0,0,0,0,0,0,0
Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.361452833,0,0,0,0,0,0,0,0
"Bonaire, Saint Eustatius and Saba",0,0,0,0,0,0,52,0,264,0,0,52,12,16,0,0,0,0,0,0,0,0,0,0
Brazil,0,0,0,0,0,0,0,0,0.000979369,0.083736045,0,0.941173553,0.391334119,0.541361715,0.650119584,0.211689424,0.077684192,0,2.56163624,0.194210481,1.355103629,0.768102451,1.216728662,0
Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayman Islands,0,0,0,0,0,0,0,23.65983911,1100.182519,0,3393.496924,0,0,0,0,10.00617047,0,0,0,0,0,0,0,0
Chile,0,0,0,0,0,0,0.005677367,0,0,0.136256814,0,0.953797699,0.118225396,0.298378381,0,0,0,0,0,0,0,0,0,0
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.5598295,111.9520189,88.58211533,82.57739163,72.02765607,27.93565001,27.24311627,14.92679763,24.8088809,6.467104015
Costa Rica,0,0,0,0,0,0,0,0,98.72676731,315.4127891,416.136372,737.0351492,1097.745937,1036.699965,0.332788946,0.145595164,0,0,0,0,0,0,0,0
Cuba,0,0,0,0,0,0,0.008741437,0,0,0,0,0,0.863766412,1.108063984,0,0,0,0,0,0,0,0,0,0
Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,5.496166424,70.0761219,802.4402979,986.5618731,799.6922147,1791.750254,627.9370139,0,0,0,83.81653796,0,2.73365955,10.9346382,0,0,0,0,0,0,0,0,0,0
Dominican Rep,0,0,0,72.4304535,299.053109,1218.49799,1369.249818,1168.180111,546.7889005,0,121.1819051,243.9110177,140.5912431,0,0.370426867,0.056988749,0.132973747,0,0.037992499,0.037992499,0,0,0,0
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0.018864232,0,0.390228964,0.910534249,22.87485023,0,23.83493736,86.9715061,11.29186352,4.137665841,2.279432679,1.232627998,25.74891752
El Salvador,0,0,0,0,0.06368221,3.820932629,0,0,1.432849736,0,8.644860073,0,0.095049836,0,20.91096397,23.35057643,0,72.60223323,154.3292507,163.9451258,87.88941522,0,0,0
French Guiana,39.92932862,126.1484099,1083.392226,2045.583039,5334.628975,6114.134276,10367.49117,2000,643.8162544,795.0530035,209.1872792,84.09893993,0,0,493.2862191,244.5229682,0,38.86925795,194.3462898,24.73498233,109.540636,45.93639576,25.795053,0
Grenada,0,9.402030839,14.10304626,16.92365551,147.6118842,97.78112072,920.4588191,867.8074464,3725.084618,3286.009778,3317.976683,825.4983076,2067.906724,2685.751196,0,0,0,0,0,0,0,0,0,0
Guadeloupe,0,0,0,0,0,337.7777778,185.1111111,1262,1869.111111,0,26431.11111,0,504.8888889,1226,33.33333333,0,0,0,0,0,0,0,1.555555556,0
Guatemala,0,0,0,0,0,0.031400016,0,0,0,17.87916885,0,1.532320758,0,0,0,26.68524194,0,16.3175609,0,0,0,0,0,134.7060184
Guyana,0,0,0,0,0,0,0,0,1.04795302,60.9122693,20.30408977,2807.073159,713.5849184,0,0,0,0,0,0,0,0,0,0,0
Haiti,0,0,0,0,59.75900041,430.6090935,121.6840045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,0,0,0,0,0.022703496,0.158924472,0,0,0.681104879,0,0,0,59.58154095,0,125.7138151,52.77413507,0,122.7453397,129.6531828,253.0234647,0,0,113.4716442,0
Jamaica,0,0,0,0,0,0,0,0,0,0,48.56595904,94.02229911,44.08179297,54.17951805,0,0,1.740987084,0,0,0,0,0,0,0
Martinique,0,0,0,0,0,0,0.25974026,0,2.337662338,0,3.116883117,0,0,0,83.11688312,0,0,0,0,0,0,0,5.454545455,0
Mexico,0,0,0,0,0,0,0,0,0,0.010465169,0,0.048300779,0.036539561,0.009532059,0.172371407,0.35586355,0.206527953,0.336799431,0.839615563,1.528306852,2.258303732,1.260614852,1.398035374,0.562391503
Nicaragua,0,0,0,0,0,0,0,0,0,0.016627877,0,0,0,2.104558754,313.250417,0,0,0,0,344.5064029,95.00109749,164.2871177,0,0
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125968414,0.201549462,3.199597707,0,0.201549462,0,0.151162096
Paraguay,0,0.015261155,0,0,0.320484255,0.564662735,0,0,0,0,6.104461995,0,0,2.952198929,2.635891901,8.510165279,7.44074628,17.86381597,2.199086957,7.802240026,6.567136393,6.958754618,2.726265337,2.259335915
Peru,0,0,0,0,0.003228582,0.732888017,3.293153205,16.15582219,10.31208955,26.75202692,9.808430821,10.78346246,7.18368115,13.87017762,0,0,0,0.057367463,0,0.140231575,0.286837313,0,0.105173681,0
Puerto Rico,1.357898471,2.008558155,12.44740265,1.499346228,0.990134302,3.026982008,5.092119266,2.828955148,2.404611876,0.820396993,0,10.72174001,0,8.551238764,17.21764573,3.829342611,1.410810436,1.756315032,4.750688202,2.188195778,1.842691181,1.03651379,2.850412921,1.756315032
St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,32.33455486,0,0,215.5636991,0,0,0,0,0,0,0,0,0
St Kitts-Nevis,0,0,0,0,0,0,0,27.91268911,385.1951097,1030.908651,936.0055081,331.2305774,449.4547598,101.3115237,0,0,0,0,0,0,0,0,0,0
St Lucia,201.7900363,393.3772057,6589.918434,4835.592135,5384.846475,3287.59048,9953.46359,3899.7625,2726.432794,2318.318114,0,2187.948147,0,0,0,0,0,0,0,0,0,0,0,0
St Maarten (Dutch Part),0,0,0,67.49156355,349.9562555,572.4284464,0,0,0,244.9693788,2237.220347,0,9.998750156,62.49218848,0,0,0,0,0,0,0,0,0,0
St Vincent-Grenad,0,0,0,0,0,0,1.828872409,4.572181022,3.657744817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,69.30912946,51.7579804,513.1024701,57.84715456,28.65493725,19.70026936,59.10080807,41.19147229,32.2368044,28.65493725,0,89.54667889,0,80.592011,0,0,0,0,0,0,0,0,0,0
Trinidad-Tobago,0,0,0,0,0,0.952407466,0.805883241,0,41.75940429,17.7294313,0,27.40003018,0,0,0,0.732621128,0,4.46898888,0,0,0,0,0,0
Turks-Caicos,25.78796562,157.5931232,166.1891117,0,0,0,0,0,679.0830946,120.3438395,0,194.8424069,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,0,0,0,0,0,0,0.058071908,0,1.190474116,1.451797703,0,2.439020141,3.310098763,0.348431449,0,0,0,0,0,0,0,0,0,0
Venezuela,0,0,0,0,0,0.022174228,0,1.387473126,1.058027452,0.91864659,1.194240567,0.32311018,0.155219596,0.972498287,0,0,40.47746942,0,0,5.955364103,1.140388871,0.750756007,0.7570915,1.092872668
Virgin Islands (GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands (US),0,0,0,0,0,0,0,92.27690843,1014.074657,6052.393857,20317.43257,8380.685957,0,0,12.62736642,0,0,0,0,0,0,0,0,0